paper_id,title,status,authors,abstract,doi,year,venue,url,keyword,source_file,source_repos,abstract_quality,format_excluded,scope_excluded,c2,c3,fulltext_flag,c2_and_c3,disposition,advances_to_fulltext,primary_reason,val_reason
202ec389a1a4,Design expertise,missing_pdf,"Lawson, Bryan ; Dorst, Kees","Design Expertise explores what it takes to become an expert designer.It examines the perception of expertise in design and asks what knowledge, skills, attributes and experiences are necessary in order to design well. Bryan Lawson and Kees Dorst develop a new model of design expertise and show how design expertise can be developed.This book is designed for all students, teachers, practitioners and researchers in architecture and design. To enable all readers to explore the book in a flexible way, the authors’ words are always found on the left hand page. On the right are diagrams, illustrations and the voices of designers, teachers and students and occasionally others too.'Design Expertise' provides a provocative new reading on the nature of design and creative thought. © 2009, Bryan Lawson and Kees Dorst. Published by Taylor & Francis. All rights reserved.",10.4324/9781315072043,2013,Design Expertise,,Design expertise,design_expertise.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Explicitly examines what design expertise is and develops a new model of design expertise, synthesizing the knowledge/skills/attributes needed and defining the construct.","The contribution is a parametric modeling approach that embeds senior designers' expertise for automatic building-service-core generation, making it primarily a computational/design-automation method rather than a study of design knowledge."
64085b9b57e4,Towards an integrative approach to researching design expertise,missing_pdf,"Tan, Stella (1)","One of four models of expertise usually underpins contemporary design expertise studies – skill acquisition, deliberate practice, reflective practice, or communities of practice. While these studies have extensively mapped many aspects of design expertise, to date they offer only limited insight into the social context of design expertise development. While a useful lens for understanding design expertise, each model only accounts partially for how designers develop their expertise in practice. However, four themes drawn from the wider general expertise literature – experiential knowledge, adaptability, perceptiveness and motivational support – potentially provide a conceptual foundation on which to develop an integrative approach to researching design expertise, one that might coherently unify our existing accounts of designers' expertise development. © 2021 Elsevier Ltd",10.1016/j.destud.2021.101017,2021,Design Studies,,Design expertise,design_expertise.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Reviews and categorizes four models of design expertise and proposes an integrative approach, synthesizing the construct of design expertise from prior literature.","The abstract compares existing models of design expertise and introduces themes from the broader expertise literature in an integrative framing, but it does not clearly provide an explicit definition in the abstract."
f51b21c51194,Understanding database design expertise,missing_pdf,"Storey, V.C. (1); Thompson, C.B.; Ram, S.","Database design is a complex and time-consuming process. In order to automate database design, an understanding of the nature of expertise that goes into the design process is needed. Although a number of expert systems have been developed to assist or replace a database designer, database design expertise has not been examined in any detail. This paper proposes a conceptual framework for explaining this type of expertise. The components of the framework are applied to each phase of the design process and used to provide guidelines for the level of expertise that developers might strive to obtain. Several representative systems are analyzed, based on the framework, to explore the degree to which expertise is being captured. Implications for the future development of database design expert systems are discussed.",10.1016/0169-023X(95)00012-H,,Data & Knowledge Engineering,,Design expertise,design_expertise.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes a conceptual framework explaining database design expertise and derives guidelines, treating design expertise as the topic of study (C2) with a likely original definitional framework (C3).","The paper centrally concerns database design expertise and proposes a conceptual framework and guidelines, but the abstract does not clearly show synthesis from prior literature or an explicit definition, so full text is needed."
173b24db7b5b,A Conceptual Framework for Conversational Human-AI Interaction Design (CHAI),missing_pdf,"Marri, Shridhar (1)","Artificial intelligence is transforming the sociocultural and economic fabric of the world today, paving the way to a new era of Conversational Human-AI Interaction (CHAI). Being embryonic in its evolution, CHAI poses a broad range of challenges, opportunities, and perspectives, rendering any existing general design frameworks, models and approaches insufficient and ineffective. With the advent of generative technologies such as ChatGPT built on Large Language Models, AI has begun to emulate human cognitive ability in handling seamless multi-turn conversations while traversing interchangeable contexts with humanlike dexterity. At this backdrop, Human-AI interaction has become one of the most complex emerging fields of design today with an urgency to prioritize widespread research studies. As the field lacks requisite standards, guidelines, and benchmarks, we have undertaken an exploratory study through qualitative methods and proposed a conceptual framework for Conversational Human-AI Interaction (CHAI) considering the challenges, opportunities, and perspectives surrounding this nascent yet invigorating field. The framework identifies and integrates the principles of CHAI within the larger latitude of contextual, sociocultural, and psychological dimensions. The proposed conceptual framework attempts to act as a stepping-stone for further research in validating and extending it to a broader range of industries, applications, and usage scenarios. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2023.",10.1007/978-981-99-0293-4_50,2023,"Smart Innovation, Systems and Technologies",,Design frameworks,design_frameworks.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes a conceptual framework for conversational AI interaction design, critiquing existing design frameworks/models and likely defining its own construct; flagged to confirm synthesis and definition.","The paper develops reliability-optimal offloading and corresponding design frameworks for MEC networks, which is a computational optimization contribution rather than a study of design knowledge."
58147c8cf4e1,In defense of coexisting engineering meanings of function,missing_pdf,"Van Eck, D. (1); Weber, E. (1)","Technical function is a key concept in engineering design. Despite the centrality of the concept, a systematic, rigorous analysis of the utility of function and its different conceptualizations is missing in the engineering design literature. This paper addresses this challenge. We investigate the utility of function and its different meanings in the following engineering design contexts: malfunction explanation, innovative design, redesign, and routine design. This analysis provides theoretical justification for the current engineering practice of accepting ambiguity of functional descriptions and for methods to translate and/or convert functional descriptions across engineering design frameworks. We show that the utility of specific meanings of function is highly task dependent, identify novel roles for functional descriptions in engineering design, and present methodological implications for translation methods for functional descriptions.",10.1017/S0890060416000172,,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing",,Design frameworks,design_frameworks.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Systematically analyzes the concept of 'function' and its different conceptualizations in engineering design, examining and defining a key design construct from the literature (C2/C3).","This is a materials-engineering study of laser surface modification and corrosion resistance, not a paper about design knowledge."
e3e8ab9fddf7,Toward a Mid-Range Design Theory for Developing Pedagogically Effective Serious Games,missing_pdf,"Schumacher, Tobias (1); Festing, Marion (1); Bick, Markus (2)","Serious games (SGs) represent promising digital learning tools. However, SG design frameworks frequently lack a comprehensive integration of pedagogical considerations, which might explain the observed variance in SG effectiveness. To address this research gap, we use a design science research approach to develop a mid-range design theory that translates pedagogy into SG design. We exemplify and empirically evaluate the application of our design theory with an SG designed for intercultural competency development with good results. © 2023 The Author(s). Published with license by Taylor & Francis Group, LLC.",10.1080/10580530.2023.2267762,2024,Information Systems Management,,Design frameworks,design_frameworks.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Develops a mid-range design theory for serious games via DSR, addressing gaps in existing design frameworks, which plausibly synthesizes and defines a design construct; flagged to confirm in full text.","The abstract explicitly states that the authors develop a mid-range design theory for serious game design, which provides a design-knowledge construct definition/adaptation, but it does not indicate a synthesis or taxonomy from prior literature."
874b0e5bc4ea,A classification of design theories and methodologies,missing_pdf,"Tomiyama, Tetsuo (1)","This paper aims at providing a classification of various design theories and methodologies (DTM) based on a philosophically sound foundation. Such a classification is necessary in order to develop further, in particular, so-called descriptive and prescriptive theories and methodologies. As a scientific foundation, this paper chose General Design Theory (GDT) which is a theory of design knowledge based on axiomatic set theory. First, the paper briefly reviews GDT and establishes a knowledge-centric view of design. Then, it gives an alternative systematic categorization framework including (1) DTM to generate a new design solution (including creativity-based design and modification-based design), (2) DTM to enrich information about functional and attributive information, (3) DTM to manage design processes, and (4) DTM to represent design information and knowledge. Finally, the paper categorizes some representative work in DTM and further discusses educational implications of this categorization. Copyright © 2006 by ASME.",10.1115/detc2006-99444,2006,Proceedings of the ASME Design Engineering Technical Conference,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Provides a classification of design theories and methodologies grounded in General Design Theory and establishes a knowledge-centric view of design, satisfying both C2 and C3.","This is a teaching-model paper about architectural education and course structure, not a study that synthesizes or defines forms of design knowledge from prior literature."
01193dadeea5,Classifying architectural constraints as a basis for software quality assessment,missing_pdf,"Giesecke, S. (1); Hasselbring, W. (1); Riebisch, M.","Architectural styles and patterns have been studied since the inception of software architecture as a discipline. We generalise architectural styles, patterns and similar concepts by introducing the notion of architectural constraints. An architectural constraint is a vehicle for the reuse of architectural design knowledge and for the improvement of software quality. It may be used for improving architectural analyses of quality characteristics of the software system to be realised. We present the method for surveying the literature on architectural constraint concepts, and provide a taxonomy covering various definitions of architectural styles and patterns. [All rights reserved Elsevier].",10.1016/j.aei.2006.11.002,,Advanced Engineering Informatics,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Surveys the literature, generalizes architectural styles/patterns into the construct of 'architectural constraints,' and provides a taxonomy and its own definition, satisfying C2 and likely C3.","The contribution is a knowledge-based engineering system for automotive interior layout using representation and reasoning techniques, so it primarily advances a design-support system rather than understanding design knowledge itself."
58726078d0f2,Conceptualization of the Problem Space in Design Science Research,missing_pdf,"Maedche, A. (1); Gregor, S. (2); Morana, S. (1); Feine, J. (1)","Design science research (DSR) aims to deliver innovative solutions for real-world problems. DSR produces Information Systems (IS) artifacts and design knowledge describing means-end relationships between problem and solution spaces. A key success factor of any DSR research endeavor is an appropriate understanding and description of the underlying problem space. However, existing DSR literature lacks a solid conceptualization of the problem space in DSR. This paper addresses this gap and suggests a conceptualization of the problem space in DSR that builds on the four key concepts of stakeholders, needs, goals, and requirements. We showcase the application of our conceptualization in two published DSR projects. Our work contributes methodologically to the field of DSR as it helps DSR scholars to explore and describe the problem space in terms of a set of key concepts and their relationships.",10.1007/978-3-030-19504-5_2,,"Extending the Boundaries of Design Science Theory and Practice. 14th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2019. Proceedings: Lecture Notes in Computer Science (LNCS 11491)",,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Conceptualizes the problem space in DSR by synthesizing key concepts and producing definitional constructs, plausibly satisfying C2 and C3 but needing full text to confirm.","The abstract centers on design knowledge and explicitly suggests a conceptualization of the problem space in DSR, indicating an original definitional/conceptual contribution, but it does not clearly synthesize forms of design knowledge from prior literature."
fe2d6cd3e881,Design knowledge: theory is support of practice,missing_pdf,"Hubka, V. (1); Eder, W.E.","The study of specific design knowledge (SDK) is part of design science, and contains the knowledge of the specialist's domain or branch, and particularly the knowhow of realizing a technical system. SDK has a prescriptive character, and at present does not possess a fully developed and advantageous form and completeness. In particular, part of SDK consists of `personal, often unconscious knowledge' of design experts. The right content and form for presenting SDK is decisive for the quality of the designed product, the technical system (TS), and for the efficiency and effectiveness of the design process. Beyond that consideration, computer-based expert systems depend fully on the kind of knowledge available in SDK, and its form of presentation. The aspects to be discussed include the character, types, forms, and ways of obtaining the available SDK.",10.1080/09544829008901646,,Journal of Engineering Design,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Studies specific design knowledge as its topic, characterizing its prescriptive nature and forms, and appears to define/categorize SDK, plausibly satisfying C2/C3 but abstract is truncated so flagged.","The abstract treats specific design knowledge as the topic and appears to discuss its character and presentation, but it does not clearly show a synthesis from prior literature or an explicit operational definition, so full text is needed."
641046d46796,Designing for Big X: Characterizing Design for Major Challenges,missing_pdf,"Solis, Freddy (1); Sinfield, Joseph V. (1)","This paper codifies a form of expertise that is tailored to framing and addressing the classes of complex, multifaceted, multistakeholder challenges affecting organizations and society, here termed ''major challenges''. This type of expertise tends to be elusive because of the divergent schools of thought used to characterize major challenges, the seemingly serendipitous nature of the innovations needed to respond to these challenges, and the tacit and situated nature of the design knowledge and practices required to frame and address them. We develop a framework for this qualitatively distinct type of design-termed ''Design for Big X''. Our framework codifies a set of conceptual shifts in patterns of thought and action aligned with the properties of major challenges, relative to generic design practices. The framework provides new constructs for research on innovative thinking and the cultivation of talent in educational institutions and organizations working to address major challenges. © 2018 TEMPUS Publications.",,2018,International Journal of Engineering Education,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Codifies a form of design expertise and develops a framework characterizing design knowledge and practices for major challenges, satisfying both C2 and C3.","The paper describes spacecraft design methods and knowledge-engineering technologies for collaborative design and knowledge-base construction, which is a methods/system contribution rather than a study of design knowledge constructs."
739c04fa5456,From general design theory to knowledge-intensive engineering,missing_pdf,"Tomiyama, Tetsuo (1)","In the study, the contributions of general design theory (GDT) proposed by Yoshikawa for the development of advanced CAD and for innovative design from the research results of a group at the University of Tokyo are illustrated. First, the GDT that formalize design knowledge based on axiomatic set theory is reviewed. Second, this theoretical result is tested against experimental work on design problems. Although theoretical results agree with the experimental findings, some problems are described. A new design process model, called the refinement model is established from these problems which has a better agreement with the experimental findings.",,1994,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Reviews general design theory that formalizes design knowledge and proposes a new design process model, engaging with definitions and synthesis of design-knowledge constructs; flagged to confirm in full text.","The paper presents an intelligent front end coupling design knowledge with algorithms for H∞ controller design, so the main contribution is a computational system for a design task rather than understanding design knowledge."
366aac984411,How do designers and engineers practice design while Making? A narrative inquiry of designers who Make,missing_pdf,"Hira, A. (1); Hynes, M. (2)","Purpose The purpose of this paper is to understand how designers and engineers practice design while Making. Motivated by their roots in constructionist learning principles, Makerspaces are increasingly used as sites to learn design, especially in undergraduate engineering education programs. However, there has been little work on how trained designers Make and how design emerges in their Maker practices. Design/methodology/approach In this paper, a conceptual framework is constructed to identify design practices within Making informed by theories of human-centered design and designerly ways of knowing. The framework is used to analyze narratives of ten experienced designers and Makers to understand how they enact design while they Make. Findings The rich and compelling narratives of the participants support the proposed conceptual framework, providing qualitative evidence for how designers practice and know design while Making. This study also reports on a strong theme of realizing purpose and personal meaning while Making across the participants' narratives that sheds light on the unique and educationally meaningful value of Making, as in Making being a venue for agentive constructivist learning. Research limitations/implications As an educationally meaningful practice, Making can be explored from several lenses, and this research solely uses a design lens. Practical implications The motivations of the study are twofold. First, to understand how designers practice human-centered design and use design knowledge while Making. Second, to support the epistemological legitimacy of Maker knowledge by establishing connections with design knowledge. Originality/value This paper contributes to the limited body of scholarly work to conceptualize experienced designers' Maker practices. Work in this area can inform learning outcomes and performance expectations in educational settings.",10.1108/ILS-08-2020-0195,,Information and Learning Science,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Constructs a conceptual framework of design practices drawing on theories of human-centered design and designerly ways of knowing, plausibly synthesizing and adapting design-knowledge constructs; flagged to confirm in full text.","The contribution is a data mining method for extracting dynamic user needs from online reviews, which is a computational technique for a design-adjacent task rather than a study of design knowledge."
65d0b9192291,Implementation of Typology Criteria for Design Knowledge Reflecting Design Diversification,missing_pdf,Hayoun Won; Y. Park,"Abstract As the design-related knowledge base grows to remain abreast of technological and scientific advancements, ‘Design Knowledge’ has emerged as a new genre of pragmatic design. Criteria need to be determined to establish a typology as a knowledge-based system supporting education, literature, and industrial organizations. To this end, this study establishes criteria for design knowledge typology while considering design diversification by applying existing topological criteria to the classification of books, industries, and academic disciplines along with new views of design theorists. A matrix analysis was conducted to test the applicability of the design knowledge language data by checking them against extracted and defined criteria. We found it impossible to consistently typify contemporary design concepts with single-attribute criteria; the multiple-criteria classification method is much more effective. Further, contemporary design language has evolved from object-based to concept-based terms. Our study lays the groundwork for a useful typology for a design study schema.",,2021,,https://www.semanticscholar.org/paper/48a2d634dc1a470d6057854a972ed4bc92c595b2,Design knowledge,design_knowledge.csv,semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Establishes typology criteria for design knowledge by synthesizing existing topological criteria and theorists' views, satisfying C2 and providing its own definitional framework.","This is a literature-informed architectural concept paper promoting design knowledge in multifunctional structures, but it does not clearly synthesize, categorize, or define design knowledge or related constructs as its topic."
3505744025b0,"Improving OO design process using rules, patterns and refactoring",missing_pdf,"Garzás, Javier (1); Piattini, Mario (2)","In recent years different areas of knowledge related to the construction of object-oriented (OO) designs such as principles, heuristics, patterns, and refactoring techniques have been consolidated, but there is a lot of work still to be done in order to systematize and offer this knowledge to OO designers in such a way that it can be easily used in practical cases. In order to clarify this, we have defined an ontology of OO Micro Architectural Design Knowledge and the foundations of an OO design method based in the knowledge. © 2006, Idea Group Inc.",10.4018/978-1-59140-604-4.ch014,2005,Management of the Object-Oriented Development Process,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Defines an ontology of OO design knowledge consolidating principles, heuristics, patterns, and refactoring, synthesizing constructs (C2) and providing a structured definition (C3 plausible), flagged to confirm.","The paper's contribution is a visual design and verification approach for rule-based systems using XTT, focusing on knowledge representation and tool support rather than synthesizing or defining design knowledge."
dcbdeccbb96c,Is there a specific type of knowledge associated with design?,missing_pdf,A. Purcell; K. S. Sodersten,"This paper is concerned with the question of whether or not there are forms of knowledge that can be regarded as unique to design. On the basis of protocol studies of architects designing we identify three types of knowledge that may be considered as candidates for design knowledge. These we refer to as interpreted and embodied knowledge, compiled knowledge and strategic knowledge relating to the use of design representations. Each of the potential types of knowledge addresses a core problem in design how to move from knowledge that is abstract and conceptual to a representation of that knowledge in physical form.",,2002,Proceedings of DRS,https://www.semanticscholar.org/paper/51832372b50bbb3bb52d528c67d7b699133b0b02,Design knowledge,design_knowledge.csv,semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Directly investigates whether knowledge unique to design exists and identifies/defines three types of design knowledge, satisfying both C2 and C3.","This appears to study design knowledge directly and proposes three types of design knowledge, which supports C3, but the abstract does not clearly indicate a synthesis from prior literature required for C2, so it should be checked in full text."
817a6d8c927b,KNOWLEDGE REPRESENTATION IN THE CONCEPTUAL DESIGN PROCESS FOR BUILDING ENERGY SYSTEMS.,missing_pdf,"Monaghan, Paul F. (1); Doheny, James G. (1)","This paper deals with knowledge representation of the conceptual design process for Building Energy Systems. The design problem is one of a set of problems where the objective is the design of a system that performs a certain function by selection and configuration of components whose characteristics and interrelationships are fixed and known. Domain, Constraint, Design, Analysis and Developing Solution knowledge are discussed in relation to the above problem. The need for heuristic design knowledge augmented by non-heuristic numerical knowledge is identified. Abstraction of knowledge into a modular and hierarchical form leads to efficient search for a design solution. This paper outlines the framework for a longer-term development of an expert system for conceptual design of Building Energy Systems.",10.1007/978-3-662-21626-2_97,1986,,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Discusses and categorizes types of design knowledge (domain, constraint, design, analysis, heuristic vs non-heuristic) for conceptual design, suggesting categorization and definitional framing; flagged for full-text confirmation.","Discusses types of knowledge in the conceptual design process and knowledge representation for building energy systems, but the abstract does not clearly show a literature-based synthesis or an explicit definition, so full text is needed."
37f353dbe230,Managing design knowledge,missing_pdf,"Neelamkavil, J. (1)","The great ancient philosopher Confucius once said: 'real knowledge is to know the extent of one's ignorance'. Industries are recognizing the strategic value of knowledge and the careful management and distribution of their intellectual assets across the company to create value and to gain/sustain competitive advantage. In any organization, the data, information and experience that make-up the knowledge repository is really corporate assets. So what is knowledge? The first part of this paper differentiates between the terms such as 'data', 'information' and 'knowledge'. It will also differentiate between 'explicit' vs. 'tacit' knowledge, and how to derive explicit knowledge from its tacit form. The second part of the paper addresses the important issue of design knowledge management. Study has indicated that design engineers spend, on average, about one quarter of their time searching for information. Managing design knowledge, how such knowledge can be identified, captured, represented and stored for future use are vital issues, as three-quarters of all engineering designs are variations of existing designs. The paper also outlines the architecture of the design knowledge management system that is being developed at IMTI.",,,Proceedings of the IASTED International Conference Intelligent Systems and Control,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Differentiates data/information/knowledge and addresses what design knowledge is, suggesting definitional and synthesis work, though full text would confirm.","This paper centers on learning design knowledge in situ and may discuss how such knowledge is represented, but the abstract does not clearly confirm synthesis from prior work or an explicit definition."
495817cc9c25,"Object-oriented design knowledge: Principles, heuristics and best practices",missing_pdf,"Garzás, Javier (1); Piattini, Mario (2)","In order to properly understand a field, a researcher has to first understand the accumulated knowledge of that field. Micro-architectural design has accumulated knowledge elements that are clearly defined. These elements, such as design patterns, are properly differentiated and generally understood, but other elements - such as heuristics, best practices, and others - are just vague concepts. Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices provides a unified and global vision about the lesser-defined areas of micro-architectural design knowledge, exposing the main techniques, experiences, and methods in order to help researchers apply these concepts. Understanding the experiences presented in this book will help readers correctly apply design knowledge. © 2007 by Idea Group Inc. All rights reserved.",10.4018/978-1-59140-896-3,2006,"Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices",,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Provides a unified vision of object-oriented design knowledge, synthesizing and differentiating principles, heuristics, and best practices from accumulated field knowledge, satisfying C2 and likely C3.","The title and abstract indicate a unifying treatment of object-oriented design knowledge constructs such as principles, heuristics, and best practices, suggesting synthesis/classification from accumulated knowledge, but no explicit definition is clearly visible in the truncated abstract."
c8375326b367,Prototypes: A basis for knowledge-based design,missing_pdf,"Gero, John S. (1)",A new conceptual schema called a prototype for the representation of generalized design knowledge is proposed. It contains knowledge necessary for the commencement and the continuation of a design. This paper briefly presents the schema and describes its use in designing. Its use in categorizing design processes is presented.,,1989,"Acta Polytechnica Scandinavica, Civil Engineering and Building Construction Series",,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes a 'prototype' schema for representing generalized design knowledge and categorizing design processes, defining a construct for design knowledge, plausibly satisfying C2/C3 but warranting full-text confirmation.","This paper presents a prototype design shell and system architecture for coupling symbolic knowledge with simulation, so it advances a computational design method rather than synthesizing or defining design knowledge."
23d63cb34b3e,"Research methods for design knowledge: clarifying definitions, characteristics, and areas of confusion",missing_pdf,"Moore, S.L. (1); Howard, C.D. (2); Boling, E. (3); Leary, H. (4); Hodges, C.B. (5)","In the field of educational technology and instructional design, research methods are emerging that aim to curate different forms of knowledge and insights beyond traditional research studies, or what Reigeluth and An (in Reigeluth and Carr-Chellman (eds) Instructional-design theories and models: Building a common knowledge base, Lawrence Erlbaum Associates, Mahwah, 2009) refer to as 'research to prove.' As a result of evolving efforts in this area, editors of research journals in the field are receiving increased submissions employing these methods but have detected some persistent confusion among authors surrounding them. This has resulted in authors submitting articles with muddled methodologies and to outlets that may not be a fit for the work an author seeks to share. It can even be unclear whether authors intentionally employed a specific design-related method prior to reporting. In this piece, we will cover four methods—instructional design cases, case studies, design-based research, and formative evaluation of designs/products—to provide clarity for both graduate students and researchers. For each of these, we will provide definitions, discuss exemplars and features of exemplars, summarize key features that should be present in such a study and its reporting, and provide guidance on front-end intentional design and planning for research studies that employ these methodologies. Additional clarity on these methods can better support scholars and emerging scholars in their roles as researchers, authors, and reviewers.",10.1007/s11423-023-10271-8,,Educational Technology Research and Development,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Explicitly clarifies definitions, characteristics, and areas of confusion around research methods for design knowledge, satisfying both synthesis and definitional criteria.","The paper is about constructing and applying a knowledge graph in cultural and creative product design, which is primarily a technical knowledge-representation/application contribution rather than an examination of design knowledge as the object of study."
a8a02df6e7cc,Research on the Six-Dimension Knowledge Classification System and Model for Modern Product Design,missing_pdf,Xuefen Ma (1); Xudong Dai (2),"Based on the features of distributed knowledge resources environment and taking knowledge mobility in modern design as its supporting goal, this essay focuses on research into knowledge classification systems and representation models of product design. It proposes a six-dimension design knowledge classification system and a cubic knowledge representation model operating in an environment of distributed resources. The six dimensions of design knowledge classification are discipline, product, resource unit, application process, expression pattern, and design domain respectively. Accordingly, the six planes of the cubic knowledge representation model are, therefore, the discipline plane, expression pattern plane, resource unit plane, product plane, application process plane, and design domain plane, clearly represent the application profiles of design knowledge in six dimensions. The six-dimension design knowledge classification system and cubic model are applied to fluid simulation implicit knowledge (expert knowledge) as a real case, and are the basis upon which an application system of fluid emulation expert knowledge service is developed. The design knowledge classification system and representation model proposed in this essay are the theoretical foundations for knowledge flow model development in modern product design and the construction of knowledge management systems for modern design platforms.",10.4028/www.scientific.net/AMR.118-120.576,,Advanced Materials Research,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes a six-dimension design knowledge classification system and representation model, treating design knowledge classification as the topic of study and likely defining the dimensions.","The paper's topic is design knowledge itself and it explicitly proposes a six-dimension classification system and representation model for product design knowledge, which satisfies C2, but the abstract does not clearly provide or adapt an explicit definition of design knowledge for C3."
e6f0ef40b6ba,Research perspectives: The anatomy of a design principle,missing_pdf,"Gregor, Shirley (1); Chandra Kruse, Leona (2); Seidel, Stefan (2)","This essay derives a schema for specifying design principles for information technology-based artifacts in sociotechnical systems. Design principles are used to specify design knowledge in an accessible form, but there is wide variation and lack of precision across views regarding their formulation. This variation is a sign of important issues that should be addressed, including a lack of attention to human actors and levels of complexity as well as differing views on causality, on the nature of the mechanisms used to achieve goals, and on the need for justificatory knowledge. The new schema includes the well-recognized elements of design principles, including goals in a specific context and the mechanisms to achieve the goal. In addition, the schema allows: (1) consideration of the varying roles of the human actors involved and the utility of design principles, (2) attending to the complexity of IT-based artifacts through decomposition, (3) distinction of the types of causation (i.e., deterministic versus probabilistic), (4) a variety of mechanisms in achieving aims, and (5) the optional definition of justificatory knowledge underlying the design principles. We illustrate the utility of the proposed schema by applying it to examples of published research. © 2020, Association for Information Systems. All rights reserved.",10.17705/1jais.00649,2020,Journal of the Association for Information Systems,,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Derives a schema specifying design principles by synthesizing varied prior views, treating design principles as the topic and providing its own formulation, satisfying C2 and C3.","This paper primarily proposes a deep-learning named entity recognition method for extracting aircraft-design knowledge, so it advances an algorithmic technique rather than understanding design knowledge itself."
4cce12210dba,Review and classification of knowledge in engineering design,missing_pdf,"Carro Saavedra, Cristina (1); Serrano Villodres, Teresa (1); Lindemann, Udo (1)","Understanding what types of knowledge need to be managed is essential for researchers and practitioners in order to implement knowledge management within the engineering design process. However, obtaining a fast overview from literature of the types of knowledge to consider is not an easy task. In order to identify the types of knowledge in engineering design, we conducted a literature review searching for classifications of design knowledge. We analysed the types of knowledge from the literature and summarized them in a taxonomy to classify design knowledge. The taxonomy can be used as a theoretical base for researchers and practitioners dealing with knowledge management in engineering design, in order to support the understanding of the type of knowledge to consider for their purposes. It can be also used to classify the knowledge of a company in order to match it with the situations during the design process that each of the identified knowledge types can support. © Springer Nature Singapore Pte Ltd. 2017.",10.1007/978-981-10-3521-0_53,2017,"Smart Innovation, Systems and Technologies",,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Conducts a literature review of classifications of design knowledge and produces a taxonomy, satisfying C2, and defines/classifies types of design knowledge, satisfying C3.","Explicitly conducts a literature review of classifications of design knowledge and summarizes them in a taxonomy, directly satisfying C2 without clearly providing an original definition in the abstract."
