paper_group,representative_paper_id,representative_title,status,accepted_record_ids,acquired_record_ids,local_incomplete_record_ids,accepted_record_count
ca185d91b684,ca185d91b684,Embracing Non-Natural Design in Human-Computer Interaction,downloaded,ca185d91b684,ca185d91b684,,1
9eda131748eb,9eda131748eb,Engineering Design Principles for HCI as a Way Forward for HCI Design Knowledge,downloaded,9eda131748eb;a14565cde772,9eda131748eb;a14565cde772,,2
2ba0daf07e8e,2ba0daf07e8e,Engineering design principles as patterns of relationships in frame creation,downloaded,2ba0daf07e8e,2ba0daf07e8e,,1
15f17a542ff6,15f17a542ff6,Epistemological aspects of participatory design studies conducted in the field of health science,downloaded,15f17a542ff6,15f17a542ff6,,1
5f6661254e39,5f6661254e39,Ethical Encounters in Design Practice: A Framework Grounded in Practitioner Experience,downloaded,5f6661254e39,5f6661254e39,,1
60c69d24c5a3,60c69d24c5a3,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,downloaded,60c69d24c5a3,60c69d24c5a3,,1
81c74e1bcf00,81c74e1bcf00,Evaluation of the relationship between studies of design research and design process in the field of architecture: a systematic review,downloaded,81c74e1bcf00,81c74e1bcf00,,1
5a25cbf385d6,5a25cbf385d6,Everyday Design Knowledge: A Knowledge-in-Pieces Perspective on HCI Learning,downloaded,5a25cbf385d6,5a25cbf385d6,,1
cdd6de21b74b,cdd6de21b74b,Evidence-based design heuristics for idea generation,downloaded,cdd6de21b74b,cdd6de21b74b,,1
d54cc84186ed,d54cc84186ed,Examining Rock Engineering Knowledge through a Philosophical Lens,downloaded,d54cc84186ed,d54cc84186ed,,1
31bdafb1fc73,31bdafb1fc73,Explainable Medical Imaging AI Needs Human-Centered Design: Guidelines and Evidence from a Systematic Review,downloaded,31bdafb1fc73,31bdafb1fc73,,1
c403cb52fbf7,c403cb52fbf7,"Exploring co-design: a systematic review of concepts, processes, models, and frameworks used in public health research",downloaded,c403cb52fbf7,c403cb52fbf7,,1
6264e280f9b8,6264e280f9b8,Exploring the Abstraction Levels of Design Principles: The Case of Chatbots,downloaded,6264e280f9b8,6264e280f9b8,,1
c7ed46400a28,c7ed46400a28,Exploring the design space of composite visualization,downloaded,c7ed46400a28,c7ed46400a28,,1
c3b41755b43d,c3b41755b43d,Extended General Design Theory. Revised,downloaded,c3b41755b43d,c3b41755b43d,,1
a285258b5545,a285258b5545,Extended general design theory. I. Compactification of concept space,downloaded,a285258b5545,a285258b5545,,1
75731fe2e6d1,75731fe2e6d1,"Feature, specification and evidence framework for communicating design rationale",downloaded,75731fe2e6d1,75731fe2e6d1,,1
2280b868ea5f,2280b868ea5f,Form and Function: Toward a Better Understanding of Design-Based Games,downloaded,2280b868ea5f,2280b868ea5f,,1
7cb073ebacac,7cb073ebacac,Formal system for the expression of target-oriented design heuristics,downloaded,7cb073ebacac,7cb073ebacac,,1
e763873f823a,e763873f823a,Formalising design patterns,downloaded,e763873f823a,e763873f823a,,1
ee0a5b26f6dc,ee0a5b26f6dc,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,downloaded,ee0a5b26f6dc,ee0a5b26f6dc,,1
b5e00197bf29,b5e00197bf29,Forms of discovery for design knowledge,downloaded,b5e00197bf29,b5e00197bf29,,1
c0efa7750b45,c0efa7750b45,Forms of reasoning in the design science research process,downloaded,c0efa7750b45,c0efa7750b45,,1
fd05a25a5e94,fd05a25a5e94,Four Criteria for Design Theories,downloaded,fd05a25a5e94,fd05a25a5e94,,1
3a87795ac48c,3a87795ac48c,Framework for Designing and Evaluating Game Achievements,downloaded,3a87795ac48c,3a87795ac48c,,1
368e4036648e,368e4036648e,From Directional Stimuli to Prompt Architectures: Documenting the Practice of Meta-Prompting,downloaded,368e4036648e,368e4036648e,,1
994d28d55eb8,994d28d55eb8,From human factors to human actors to human crafters,downloaded,994d28d55eb8,994d28d55eb8,,1
615169de6f0e,615169de6f0e,From interaction to trajectories: designing coherent journeys through user experiences,downloaded,615169de6f0e,615169de6f0e,,1
ec380d04cf61,ec380d04cf61,GENERAL DESIGN THEORY.,downloaded,ec380d04cf61,ec380d04cf61,,1
a7e06450729f,a7e06450729f,Game Design as an Autonomous Research Subject,downloaded,a7e06450729f,a7e06450729f,,1
06e8b19b5894,06e8b19b5894,Game design values,downloaded,06e8b19b5894,06e8b19b5894,,1
5611cdb5c33a,5611cdb5c33a,Generating implications for design through design research,downloaded,5611cdb5c33a,5611cdb5c33a,,1
9d158233f041,9d158233f041,Guidelines supporting the formulation of design principles,downloaded,9d158233f041,9d158233f041,,1
166efc8ac468,166efc8ac468,HCI Design Knowledge,downloaded,166efc8ac468,166efc8ac468,,1
b6f644351152,b6f644351152,HCI Design Knowledge as Craft Artefacts and Design Practice Experience,downloaded,b6f644351152,b6f644351152,,1
ede2a92151d5,ede2a92151d5,HCI Design Knowledge as Models and Methods,downloaded,ede2a92151d5,ede2a92151d5,,1
2f7b1528d74d,2f7b1528d74d,"HCI Design Knowledge as Principles, Rules, and Heuristics",downloaded,2f7b1528d74d,2f7b1528d74d,,1
f9a132245837,f9a132245837,HCI Knowledge,downloaded,f9a132245837,f9a132245837,,1
866322a64dc5,866322a64dc5,Healthy Eating Design Guidelines for School Architecture,downloaded,866322a64dc5,866322a64dc5,,1
69bb5b15bdd3,69bb5b15bdd3,Heuristics for Supporting Cooperative Dashboard Design,downloaded,69bb5b15bdd3,69bb5b15bdd3,,1
76d309f713b9,76d309f713b9,How industrial design knowledge differs from engineering design knowledge,downloaded,76d309f713b9,76d309f713b9,,1
141f85abba0a,141f85abba0a,How to Define Design in Industrial Control and Automation Software,downloaded,141f85abba0a,141f85abba0a,,1
858cd2d5608b,858cd2d5608b,How to gamify? A method for designing gamification,downloaded,858cd2d5608b,858cd2d5608b,,1
43856ed76df1,43856ed76df1,Hybrid Prototyping: Pure Theory or a Practical Solution to Accelerating Prototyping Tasks?,downloaded,43856ed76df1,43856ed76df1,,1
ade4419d3095,ade4419d3095,Hybrid modeling design patterns,downloaded,ade4419d3095,ade4419d3095,,1
b42559e0a5d5,b42559e0a5d5,ICT Systems Security and Privacy Protection,downloaded,b42559e0a5d5,b42559e0a5d5,,1
5a973fb8ae6f,5a973fb8ae6f,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,downloaded,5a973fb8ae6f,5a973fb8ae6f,,1
55dc4ef842a6,55dc4ef842a6,IMPLEMENTATION OF THE BASIC PRINCIPLES OF FORMING THE ARCHITECTURE OF NON-FORMAL EDUCATION INSTITUTIONS,downloaded,55dc4ef842a6,55dc4ef842a6,,1
114973fd100e,58b7508d71b1,Identification and management of the near-field knowledge of industrial design for innovative product shapes,downloaded,114973fd100e;58b7508d71b1,114973fd100e,,2
4b599d3e2eb0,4b599d3e2eb0,Immodest Proposals: Research Through Design and Knowledge,downloaded,4b599d3e2eb0,4b599d3e2eb0,,1
e9826a1c57b0,e9826a1c57b0,In Search of Living Law: How Should We Design for (Digital) Legal Interaction?,downloaded,e9826a1c57b0,e9826a1c57b0,,1
103eb1a8586b,103eb1a8586b,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,downloaded,103eb1a8586b,103eb1a8586b,,1
a1a2a51ae22e,a1a2a51ae22e,Incommensurability in design science: Which comes first-Theory or artefact?,downloaded,a1a2a51ae22e,a1a2a51ae22e,,1
b967c3a334ff,b967c3a334ff,Industrial experience with design patterns,downloaded,b967c3a334ff,b967c3a334ff,,1
f13149d3303f,f13149d3303f,Information Exchange Design Patterns for Robot Swarm Foraging and Their Application in Robot Control Algorithms,downloaded,f13149d3303f,f13149d3303f,,1
bf31dda38b9e,bf31dda38b9e,Instructional transaction theory: instructional design based on knowledge objects,downloaded,bf31dda38b9e,bf31dda38b9e,,1
0050f73e4373,0050f73e4373,Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication,downloaded,0050f73e4373;4c8bdfbd1309,0050f73e4373;4c8bdfbd1309,,2
f053c79dde3d,f053c79dde3d,Integrating theory development with design evaluation,downloaded,f053c79dde3d,f053c79dde3d,,1
8a4fa21e354d,8a4fa21e354d,"Intention, Material, and Design Knowledge: Analysis of the Triple Relationship Theory of Artifacts",downloaded,8a4fa21e354d,8a4fa21e354d,,1
022ee7cf2e4e,022ee7cf2e4e,Introduction of a standardized Notation of Design Heuristics for Knowledge Formalization,downloaded,022ee7cf2e4e,022ee7cf2e4e,,1
d893185b7873,d893185b7873,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,downloaded,d893185b7873,d893185b7873,,1
93c5c97a0a92,93c5c97a0a92,Investigating Instructional Design Expertise: A 25-Year Review of Literature,downloaded,93c5c97a0a92,93c5c97a0a92,,1
275ac93d8820,275ac93d8820,Investigations into the data basis of design knowledge in industrial design engineering,downloaded,275ac93d8820,275ac93d8820,,1
866d8935b9e0,866d8935b9e0,"Issues critical to the development of design history, design rationale and design intent systems",downloaded,866d8935b9e0,866d8935b9e0,,1
8969406d81c9,8969406d81c9,It’s about Time: Adopting Theoretical Constructs from Visualization for Sonification,downloaded,8969406d81c9,8969406d81c9,,1
bd23ac0241ec,bd23ac0241ec,Joint Activity Design Heuristics for Enhancing Human-Machine Collaboration,downloaded,bd23ac0241ec,bd23ac0241ec,,1
87713959435f,87713959435f,"Know-about, Know-that, Know-how: A Model for Moving Between Theory and Design Practice",downloaded,87713959435f,87713959435f,,1
91ac41f73380,91ac41f73380,Knowing the Unknowable: Understanding and Measuring Design Impact Across Disciplines and Scale,downloaded,91ac41f73380,91ac41f73380,,1
3e4851eff856,3e4851eff856,Knowledge transfer in design education: A framework of criteria for design exercises,downloaded,3e4851eff856,3e4851eff856,,1
c6e7060b0fa0,c6e7060b0fa0,LabelPatterns.org: A comprehensive pattern library for consumer-decision labels,downloaded,c6e7060b0fa0,c6e7060b0fa0,,1
d330bde18c87,d330bde18c87,Languaging design methods,downloaded,d330bde18c87,d330bde18c87,,1
e9618999ee23,e9618999ee23,"Layers, decisions, patterns, styles, and architectures",downloaded,e9618999ee23,e9618999ee23,,1
b7ba414dae37,b7ba414dae37,Learning Experience Design in the Light of Design Knowledge and Philosophy,downloaded,b7ba414dae37,b7ba414dae37,,1
5000c5049cbd,5000c5049cbd,Learning design knowledge as generalization,downloaded,5000c5049cbd,5000c5049cbd,,1
2c1d03d1ba75,2c1d03d1ba75,Legal Design Patterns: New Tools for Analysis and Translations Between Law and Technology,downloaded,2c1d03d1ba75,2c1d03d1ba75,,1
1d3cca16fcd2,1d3cca16fcd2,Legitimating design: a sociology of knowledge account of the field,downloaded,1d3cca16fcd2,1d3cca16fcd2,,1
b73f2343e274,b73f2343e274,Let's Get Divorced: Constructing Knowledge Outcomes for Critical Design and Constructive Design Research,downloaded,b73f2343e274,b73f2343e274,,1
ce5d2c17f94f,ce5d2c17f94f,"Like PEAS in PoDS: the player, environment, agents, system framework for the personalization of digital systems",downloaded,ce5d2c17f94f,ce5d2c17f94f,,1
a47956c54fb0,a47956c54fb0,Limits of intelligence in design,downloaded,a47956c54fb0,a47956c54fb0,,1
021b68e369b1,021b68e369b1,Live Coding Patterns and a Toolkit for Pure Data,downloaded,021b68e369b1,021b68e369b1,,1
0c3ae5c60e89,0c3ae5c60e89,Logic for accumulation of design science research theory,downloaded,0c3ae5c60e89,0c3ae5c60e89,,1
4567075d70b4,4567075d70b4,Making Argumentation Serve Design,downloaded,4567075d70b4,4567075d70b4,,1
51099fe3fdce,51099fe3fdce,Making Sense of Design Patterns,downloaded,51099fe3fdce,51099fe3fdce,,1
781628bf9a48,781628bf9a48,Making use: scenarios and scenario-based design,downloaded,781628bf9a48,781628bf9a48,,1
c9175ef9ebfe,c9175ef9ebfe,Management design theories,downloaded,c9175ef9ebfe,c9175ef9ebfe,,1
53adec5acee6,53adec5acee6,Mapping design knowledge: 36 years of Design Studies,downloaded,53adec5acee6,53adec5acee6,,1
4a9c96b6c482,4a9c96b6c482,Meta patternsma means for capturing the essentials of reusable object-oriented design,downloaded,4a9c96b6c482;132626dd3ef8,4a9c96b6c482,,2
d5d39efbe945,24d5bc83ffc2,Method rationale in method engineering,downloaded,d5d39efbe945;24d5bc83ffc2,d5d39efbe945,,2
99cc9d73669c,99cc9d73669c,Micro patterns in Java code,downloaded,99cc9d73669c;6c928237afcf,6c928237afcf,,2
4a32a22b0b9c,4a32a22b0b9c,Modifiers: Increasing richness and nuance of design pattern languages,downloaded,4a32a22b0b9c,4a32a22b0b9c,,1
470d09e18259,470d09e18259,Modular Design Patterns for Systems that Learn and Reason,downloaded,470d09e18259,470d09e18259,,1
892ad7622adf,892ad7622adf,"Modularity Design Rules for Architecture Development: Theory, Implementation, and Evidence from the Development of the Renault–Nissan Alliance “Common Module Family” Architecture",downloaded,892ad7622adf,892ad7622adf,,1
95c2b3d44aff,95c2b3d44aff,Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory,downloaded,95c2b3d44aff,95c2b3d44aff,,1
dc61c8a1dcd6,dc61c8a1dcd6,Multiscale Design Strategies in a Landscape Architecture Classroom,downloaded,dc61c8a1dcd6,dc61c8a1dcd6,,1
7baa1d9ec242,7baa1d9ec242,New Design Knowledge and the Fifth Order of Design,downloaded,7baa1d9ec242,7baa1d9ec242,,1
f6ba28a6efeb,f6ba28a6efeb,ON the HIERARCHICAL LEVELS of DESIGN KNOWLEDGE,downloaded,f6ba28a6efeb,f6ba28a6efeb,,1
18d57211cb40,18d57211cb40,Object oriented design knowledge: ontology and measurement of impact,downloaded,18d57211cb40,18d57211cb40,,1
5a57c73154f6,5a57c73154f6,Object oriented design pattern decay: a taxonomy,downloaded,5a57c73154f6,5a57c73154f6,,1
2efb92894924,2efb92894924,Particles of a Whole: Design Patterns for Transparent and Auditable AI-Systems,downloaded,2efb92894924,2efb92894924,,1
098637c0f9ae,098637c0f9ae,Pattern design in the context space: paco - a methodological framework for designing auditory display with patterns,downloaded,098637c0f9ae,098637c0f9ae,,1
8f065cfd18a4,8f065cfd18a4,Pattern language: A framework for learning,downloaded,8f065cfd18a4,8f065cfd18a4,,1
a223dfc7b9a8,a223dfc7b9a8,Patterns as signs,downloaded,a223dfc7b9a8;d4ed87a4f0ab,a223dfc7b9a8,,2
dbf31702e533,dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,downloaded,dbf31702e533,dbf31702e533,,1
12568f76ff90,12568f76ff90,Patterns or claims: do they help in communicating design advice?,downloaded,12568f76ff90,12568f76ff90,,1
35874d939f8d,35874d939f8d,"Patterns, anticipation and participatory futures",downloaded,35874d939f8d,35874d939f8d,,1
dbc171dde63a,dbc171dde63a,Perfect Eudaimonic User Experience Design That Aristotle Would Have Wanted,downloaded,dbc171dde63a,dbc171dde63a,,1
fee96194a322,fee96194a322,Personalising learning: towards a coherent learning design framework,downloaded,fee96194a322,fee96194a322,,1
4db508a9681a,4db508a9681a,Philosophy of design: A meta-theoretical structure for design theory,downloaded,4db508a9681a,4db508a9681a,,1
d24e6cf8ae6a,d24e6cf8ae6a,Physical Design Cognition: A Non-‐symbolic Formalization for Performing Design Knowledge,downloaded,d24e6cf8ae6a,d24e6cf8ae6a,,1
0ecb6c9b7eeb,0ecb6c9b7eeb,Pluralism in Knowledge Management: a Review,downloaded,0ecb6c9b7eeb,0ecb6c9b7eeb,,1
be45dd819505,be45dd819505,Population targeted requirements acquisition,downloaded,be45dd819505,be45dd819505,,1
e958310acab5,e958310acab5,"Prescriptive knowledge in IS research: Conceptualizing design principles in terms of materiality, action, and boundary conditions",downloaded,e958310acab5,e958310acab5,,1
cd42a6611470,cd42a6611470,"Principles, patterns, and techniques for designing and implementing practical fluent interfaces in Java",downloaded,cd42a6611470,cd42a6611470,,1
43fee329f83e,43fee329f83e,Process design theory for digital information services,downloaded,43fee329f83e,43fee329f83e,,1
52738fc6410a,52738fc6410a,Quality driven validation: A link between four research traditions,downloaded,52738fc6410a;96f09212f1ba,96f09212f1ba,,2
71f9925563a6,71f9925563a6,"Questions, Options, and Criteria: elements of Design Space Analysis",downloaded,71f9925563a6;79d53ebe4ac1,71f9925563a6,,2
df4ffdba87ae,df4ffdba87ae,Reconciling theories with design choices in design science research,downloaded,df4ffdba87ae,df4ffdba87ae,,1
40034332988c,40034332988c,Redesigning the rationale for design rationale,downloaded,40034332988c;9378ab34b041,40034332988c,,2
3c0bd4608ae9,3c0bd4608ae9,Reflections on Architecture Design Education: The Integrated Design Paradigm,downloaded,3c0bd4608ae9,3c0bd4608ae9,,1
17ad371dac5e,17ad371dac5e,Rethinking User Interface and Experience Design: Heuristic Insights from Makeup and Stage Performance,downloaded,17ad371dac5e,17ad371dac5e,,1
38f057747444,38f057747444,Reusable design: A proposed approach to Public Health Informatics system design,downloaded,38f057747444,38f057747444,,1
ade78c466271,ade78c466271,Revised set of usability heuristics for the evaluation of interactive systems,downloaded,ade78c466271,ade78c466271,,1
d14d96f15e60,d14d96f15e60,Revisiting the Design Patterns of Composite Visualizations,downloaded,d14d96f15e60,d14d96f15e60,,1
c12e86da6f5e,c12e86da6f5e,Revisiting the design intent concept in the context of mechanical CAD education,downloaded,c12e86da6f5e,c12e86da6f5e,,1
66d4b9b36f31,66d4b9b36f31,"SHEAFIFICATION AS A DESIGN TECHNIQUE FOR CREATIVE PRESERVATION – PRINCIPLES, ILLUSTRATIONS, AND FIRST APPLICATIONS",downloaded,66d4b9b36f31,66d4b9b36f31,,1
82f49b5a1905,82f49b5a1905,SOLUTION REPERTOIRE,downloaded,82f49b5a1905,82f49b5a1905,,1
07efc8033023,07efc8033023,Scaffolding Complex Learning: The Mechanisms of Structuring and Problematizing Student Work,downloaded,07efc8033023,07efc8033023,,1
96ed07ad56c0,96ed07ad56c0,"Schemata, gambits and precedent: some factors in design expertise",downloaded,96ed07ad56c0,96ed07ad56c0,,1
d012dd1ac1d7,d012dd1ac1d7,Semantic analysis patterns,downloaded,d012dd1ac1d7,d012dd1ac1d7,,1
139a1e71d8dc,139a1e71d8dc,Separation of Modeling Principles and Design Principles in Enterprise Engineering,downloaded,139a1e71d8dc,139a1e71d8dc,,1
41443180c5b4,41443180c5b4,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",downloaded,41443180c5b4,41443180c5b4,,1
498a6aa649eb,498a6aa649eb,Service engineering design patterns,downloaded,498a6aa649eb,498a6aa649eb,,1
be4112c3c6af,be4112c3c6af,Sharing Design Knowledge Through Codification in Interdisciplinary DSR Collaborations,downloaded,be4112c3c6af,be4112c3c6af,,1
85ba95ab4fa0,85ba95ab4fa0,"Six Guidelines for Trustworthy, Ethical and Responsible Automation Design",downloaded,85ba95ab4fa0,85ba95ab4fa0,,1
877ae1e561a7,877ae1e561a7,SoK: Agentic Skills - Beyond Tool Use in LLM Agents,downloaded,877ae1e561a7,877ae1e561a7,,1
9378a46b93c6,9378a46b93c6,Socio-technical IS design science research: developing design theory for IS integration management,downloaded,9378a46b93c6,9378a46b93c6,,1
1d033f71eb02,1d033f71eb02,"Soft, Flexible, and Stretchable Platforms for Tissue‐Interfaced Bioelectronics",downloaded,1d033f71eb02,1d033f71eb02,,1
b3d7c30694e8,b3d7c30694e8,Software pre-patterns as architectural knowledge,downloaded,b3d7c30694e8,b3d7c30694e8,,1
799b06403189,799b06403189,State of the Art on Robust Design Methods for Additive Manufacturing,downloaded,799b06403189,799b06403189,,1
8aeb26c1e21d,8aeb26c1e21d,Steps toward a cognitive engineering: Design rules based on analyses of human error,downloaded,8aeb26c1e21d,8aeb26c1e21d,,1
22988d4cc335,22988d4cc335,Strong concepts: Intermediate-level knowledge in interaction design research,downloaded,22988d4cc335,22988d4cc335,,1
465d28bc8d09,465d28bc8d09,Structured Visualization Design Knowledge for Grounding Generative Reasoning and Situated Feedback,downloaded,465d28bc8d09,465d28bc8d09,,1
f8c905d3c779,f8c905d3c779,Structures to effectively share architectural knowledge,downloaded,f8c905d3c779,f8c905d3c779,,1
2a22a314dcfb,2a22a314dcfb,Studying Software Architecture Through Design Spaces and Rules,downloaded,2a22a314dcfb,2a22a314dcfb,,1
0a373ca87142,0a373ca87142,Surveying a Landscape of Ethics-Focused Design Methods,downloaded,0a373ca87142;fd2392ff2aff;b1e2f4329820,0a373ca87142;fd2392ff2aff,,3
0b7e6111aa14,0b7e6111aa14,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,downloaded,0b7e6111aa14,0b7e6111aa14,,1
1fec06501110,1fec06501110,System Interaction Patterns,downloaded,1fec06501110,1fec06501110,,1
268903a30da5,268903a30da5,Systematic Review of Systemic Design Frameworks for Complex Challenges,downloaded,268903a30da5,268903a30da5,,1
97b32465f821,97b32465f821,Systematic design procedures,downloaded,97b32465f821,97b32465f821,,1
d250dc6eb9d9,d250dc6eb9d9,Systems Thinking and Design Thinking: The Search for Principles in the World We Are Making,downloaded,d250dc6eb9d9,d250dc6eb9d9,,1
79d31b954d2a,79d31b954d2a,THE LOGICS OF DOUBLE PROOF IN PROOF OF CONCEPT: A DESIGN THEORY-BASED MODEL OF EXPERIMENTATION IN THE UNKNOWN,downloaded,79d31b954d2a,79d31b954d2a,,1
5ffd963397c9,5ffd963397c9,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,downloaded,5ffd963397c9,5ffd963397c9,,1
27e1a41acfbb,27e1a41acfbb,Task Decomposition and RAG as Design Patterns for LLM-Based Systems,downloaded,27e1a41acfbb,27e1a41acfbb,,1
bb08fe1a5d09,bb08fe1a5d09,Taxonomy of architectural style usage,downloaded,bb08fe1a5d09,bb08fe1a5d09,,1
77ba97562fe7,77ba97562fe7,Teachers’ Collaborative Pattern Language Design,downloaded,77ba97562fe7,77ba97562fe7,,1
388e4cf73d9e,388e4cf73d9e,Team Design Patterns,downloaded,388e4cf73d9e,388e4cf73d9e,,1
14dcaf15aa66,14dcaf15aa66,Terminologia kohtaa käytettävyyden. Terminologisen käytettävyyden ydintä rakentamassa,downloaded,14dcaf15aa66,14dcaf15aa66,,1
12cb05e5e8ec,12cb05e5e8ec,"The ""physics"" of notations: a scientific approach to designing visual notations in software engineering",downloaded,12cb05e5e8ec,12cb05e5e8ec,,1
66f985f8b386,66f985f8b386,The Concept of Reference Architectures,downloaded,66f985f8b386,66f985f8b386,,1
232abf4e9e91,232abf4e9e91,The Conceptual Design of Mechanical Products,downloaded,232abf4e9e91,232abf4e9e91,,1
fd29fa6c3eca,fd29fa6c3eca,The Conceptual Relationship Model: Understanding Patterns and Mechanics in Game Design,downloaded,fd29fa6c3eca,fd29fa6c3eca,,1
dbc7c9876d1a,dbc7c9876d1a,The Creativity Passdown Effect: Sharing Design Thinking Processes with Design Theory,downloaded,dbc7c9876d1a,dbc7c9876d1a,,1
2042efa7e455,2042efa7e455,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,downloaded,2042efa7e455,2042efa7e455,,1
b227e604cd40,b227e604cd40,"The Dark Patterns Knowledge Stack: Exploring New Ways to Negotiate Context, Law, and Design",downloaded,b227e604cd40,b227e604cd40,,1
f6588fca84f9,f6588fca84f9,The Design Activity Framework: Investigating the Data Visualization Design Process,downloaded,f6588fca84f9,f6588fca84f9,,1
885a1eee70e3,885a1eee70e3,"The Design of Business Models: What, How and Why",downloaded,885a1eee70e3,885a1eee70e3,,1
b8c02b0994bd,b8c02b0994bd,The Designer's Body as Resource in Design: Exploring Combinations of Point-of-view and Tense,downloaded,b8c02b0994bd,b8c02b0994bd,,1
660ca24145b2,660ca24145b2,The E-Design Assessment Tool: an evidence-informed approach towards a consistent terminology for quantifying online distance learning activities,downloaded,660ca24145b2,660ca24145b2,,1
5b52ec143fa6,5b52ec143fa6,The ECC Methodology for Architecture Design Theory and Practices Research,downloaded,5b52ec143fa6,5b52ec143fa6,,1
87c5da85b30a,87c5da85b30a,The Evolution of Software Design Patterns: An In-Depth Review,downloaded,87c5da85b30a,87c5da85b30a,,1
7afa6519f6fc,e09769771b82,"The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games",downloaded,7afa6519f6fc;e09769771b82,7afa6519f6fc;e09769771b82,,2
0842498049c7,0842498049c7,The Extended Likeability Framework: A Theoretical Framework for and a Practical Case of Designing Likeable Media Applications for Preschoolers,downloaded,0842498049c7,0842498049c7,,1
ba03a17bc120,ba03a17bc120,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps",downloaded,ba03a17bc120,ba03a17bc120,,1
f47226c43979,f47226c43979,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,downloaded,f47226c43979,f47226c43979,,1
0e02199ea150,0e02199ea150,The Inspiration of Design Affairology to Hcd in Post Humanism Era,downloaded,0e02199ea150,0e02199ea150,,1
43b79273fd70,43b79273fd70,The Landscape of Envisioning and Speculative Design Methods for Sustainable Mobility Futures,downloaded,43b79273fd70,43b79273fd70,,1
29a8891f4c02,29a8891f4c02,The Need for Design Cases: Disseminating Design Knowledge,downloaded,29a8891f4c02,29a8891f4c02,,1
3382d6461f40,3382d6461f40,The Principles of the Flix Programming Language,downloaded,3382d6461f40,3382d6461f40,,1
65c31c577170,65c31c577170,The Rough Mile: Testing a Framework of Immersive Practice,downloaded,65c31c577170,65c31c577170,,1
d7afefaf53ef,d7afefaf53ef,The Value of Design Patterns in Designing Teaching in Online Settings,downloaded,d7afefaf53ef,d7afefaf53ef,,1
6e7959c82d5f,6e7959c82d5f,The anatomy of HCI design patterns,downloaded,6e7959c82d5f,6e7959c82d5f,,1
7b15d81000db,7b15d81000db,The anatomy of a design theory,downloaded,7b15d81000db,7b15d81000db,,1
a200b553056c,a200b553056c,The design construct in information systems design science,downloaded,a200b553056c,a200b553056c,,1
cda6c6785f0a,cda6c6785f0a,The design of social drones: a review of studies on autonomous flyers in inhabited environments,downloaded,cda6c6785f0a,cda6c6785f0a,,1
aea0898473c4,86405f99f015,The design theory nexus,downloaded,aea0898473c4;86405f99f015,86405f99f015,,2
0ef759265f23,0ef759265f23,The equitable use concept in sidewalk design,downloaded,0ef759265f23,0ef759265f23,,1
e936b4f274a1,e936b4f274a1,The four components of a procedure,downloaded,e936b4f274a1,e936b4f274a1,,1
1c04ffa25528,1c04ffa25528,The implications of improvisational acting and role-playing on design methodologies,downloaded,1c04ffa25528,1c04ffa25528,,1
e59a343ad585,e59a343ad585,The kaleidoscope of effective gamification: deconstructing gamification in business applications,downloaded,e59a343ad585,e59a343ad585,,1
edde6dc75b19,edde6dc75b19,The language of design: Theory and computation,downloaded,edde6dc75b19,edde6dc75b19,,1
ca1427a57062,ca1427a57062,The retrieval of structured design rationale for the re-use of design knowledge with an integrated representation,downloaded,ca1427a57062,ca1427a57062,,1
2c8a6e74557f,2c8a6e74557f,"The tacit knowledge of entrepreneurial design: Interrelating theory, practice and prescription in entrepreneurship research",downloaded,2c8a6e74557f,2c8a6e74557f,,1
e0e99d72e1b0,e0e99d72e1b0,The typological learning framework: the application of structured precedent design knowledge in the architectural design studio,downloaded,e0e99d72e1b0,e0e99d72e1b0,,1
4d05e05aa876,4d05e05aa876,Theoretical Constructs for Design Lenses for Developing Cyberbullying Countering Games for Adolescences,downloaded,4d05e05aa876,4d05e05aa876,,1
f56243f52335,f56243f52335,"Theory construction in design research Criteria: Approaches, and methods",downloaded,f56243f52335;c2c57ac5453e,c2c57ac5453e;f56243f52335,,2
7e095752d24c,7e095752d24c,Think-4-EmCoDe framework: Highlighting key qualities in embodied co-design techniques for children,downloaded,7e095752d24c,7e095752d24c,,1
79abc1449981,79abc1449981,Thriving Systems Theory: An Emergent Information Systems Design Theory,downloaded,79abc1449981,79abc1449981,,1
0bca44c18d6c,0bca44c18d6c,"Tinkering, tailoring, and bricolage: Implications for theories of Design",downloaded,0bca44c18d6c,0bca44c18d6c,,1
