paper_id,title,keyword,cluster_id,cluster_index,group_k,assignment_method,assignment_status
f47226c43979,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
1416cd2b88de,Cross-disciplinary system value overview towards value-oriented design,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
76669ffc8981,A Framework for Effective Virtual Commissioning: Guiding Principles for Seamless System Integration,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
799b06403189,State of the Art on Robust Design Methods for Additive Manufacturing,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
885a1eee70e3,"The Design of Business Models: What, How and Why",Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
94347a49c12b,Using System Dynamics to Construct Design Theory for Community Information Systems,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
95c2b3d44aff,Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
ac2f5510db32,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
bee7b59885fa,Adapting the FBS Model of Designing for Usage-Driven Innovation Processes,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
f16832406221,A Framework for Systemic Design,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
215d4603e3c7,A case study of the extension of floorplan flexibility using sector margins,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
5ba50396ff25,What is a Convention in Interactive Narrative Design?,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
714b3f6f8ac7,Degrees of Interaction: Towards a Classification,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
f02904f836be,Universal Participatory Design: Achievements and Challenges,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
01467836cecf,Design principles for human-computer interfaces,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
1445730be68b,A problem-based approach to the advancement of heuristics for socio-technical evaluation,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
2ba0daf07e8e,Engineering design principles as patterns of relationships in frame creation,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
31bdafb1fc73,Explainable Medical Imaging AI Needs Human-Centered Design: Guidelines and Evidence from a Systematic Review,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
44848ca19e31,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
8eb8539b9712,Designing Dialogic Disclaimers: Principles for Ethical Conversational Design in LLM Interfaces,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
93bb03ac03b6,Design principles for data analysis,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
96dd29c8f345,Data Mesh: A Systematic Gray Literature Review,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
b77e7d67555e,USSF: A Unified Framework for Screen Standardization in Software Systems,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
d893185b7873,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,Design principles,DPRI-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
0b35e34543e2,Designing Artificial Identity: The Identity Design Framework and Research Agenda,Design principles,DPRI-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
2280b868ea5f,Form and Function: Toward a Better Understanding of Design-Based Games,Design principles,DPRI-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
42c66c187222,Toward an effective approach to collaboration education: A taxonomy for game design,Design principles,DPRI-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
d0a936b480d4,Acquiring educational access for neurodiverse learners through multisensory design principles,Design principles,DPRI-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
fee96194a322,Personalising learning: towards a coherent learning design framework,Design principles,DPRI-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
0050f73e4373,Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
12568f76ff90,Patterns or claims: do they help in communicating design advice?,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
16b7f7939f93,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
296e021afe91,A generic model for reflective design,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
40034332988c,Redesigning the rationale for design rationale,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4567075d70b4,Making Argumentation Serve Design,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4c8bdfbd1309,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
75731fe2e6d1,"Feature, specification and evidence framework for communicating design rationale",Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
7a42dd52852e,What's in design rationale?,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
866d8935b9e0,"Issues critical to the development of design history, design rationale and design intent systems",Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
ab97fa9e6ec7,"""Argumentative Design Rationale and the Object-Oriented Development Process: better analysis, better design""",Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
edde6dc75b19,The language of design: Theory and computation,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4ac74ce3f335,Towards a framework for documentation design: an abstract model of computer-mediated activity,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
d5d39efbe945,Method rationale in method engineering,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
00781ed0e844,Cognitive Point of View in Recursive Design,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
02f3ae017acb,Design Theory and Method of Complex Products: A Review,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
0e02199ea150,The Inspiration of Design Affairology to Hcd in Post Humanism Era,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
141f85abba0a,How to Define Design in Industrial Control and Automation Software,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
232abf4e9e91,The Conceptual Design of Mechanical Products,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
363ca9685308,Cognitive Architecture and Instructional Design: 20 Years Later,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
3f7b5dc9fc40,Concerning the Epistemology of Design: The Role of the Eco-Cognitive Model of Abduction in Pragmatism,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
4025e28730c1,Conceptual foundations of design problem solving,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
5b52ec143fa6,The ECC Methodology for Architecture Design Theory and Practices Research,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
804431d6f285,Concepts and definitions for product recovery: Analysis and clarification of the terminology used in academia and industry,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
91ac41f73380,Knowing the Unknowable: Understanding and Measuring Design Impact Across Disciplines and Scale,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
9f9f7295ec8c,Affordance based design: a relational theory for design,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
a21900f84443,Undesigning technology: considering the negation of design by design,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
c3005cf4cf75,Design as interactions of problem framing and problem solving,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
ceac90427122,Design-oriented human-computer interaction,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
d250dc6eb9d9,Systems Thinking and Design Thinking: The Search for Principles in the World We Are Making,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
dc61c8a1dcd6,Multiscale Design Strategies in a Landscape Architecture Classroom,Design theory,DT-C01,0,3,spectral_knn10,frozen_prior_pilot
03fd54829f02,Digisprudence: the design of legitimate code,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
056ae4e01610,Beyond the old game design: a new design paradigm in Game Studies through C-K Theory,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
0bca44c18d6c,"Tinkering, tailoring, and bricolage: Implications for theories of Design",Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
103eb1a8586b,Incommensurability and multi-paradigm grounding in design science research: Implications for creating knowledge,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
1728dd2afe4b,Design theory in practice – Making design science research more transparent,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
2c8a6e74557f,"The tacit knowledge of entrepreneurial design: Interrelating theory, practice and prescription in entrepreneurship research",Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
4db508a9681a,Philosophy of design: A meta-theoretical structure for design theory,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
50c94f5857d8,Eight Components of a Design Theory of Sonification,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
5b3b013c191d,Towards a unified terminology for sonification and visualization,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
5ffd963397c9,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
6194ef223969,A typology of Urban Design theories and its application to the shared body of knowledge,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
66d4b9b36f31,"SHEAFIFICATION AS A DESIGN TECHNIQUE FOR CREATIVE PRESERVATION – PRINCIPLES, ILLUSTRATIONS, AND FIRST APPLICATIONS",Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
79d31b954d2a,THE LOGICS OF DOUBLE PROOF IN PROOF OF CONCEPT: A DESIGN THEORY-BASED MODEL OF EXPERIMENTATION IN THE UNKNOWN,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
83d1ebe7d6c0,Design Theory in Information Systems,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
a1a2a51ae22e,Incommensurability in design science: Which comes first-Theory or artefact?,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
b21a9b4cc5ef,C-K design theory: an advanced formulation,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
bacdc4f76eea,Work system principles: towards a justified design theory on the grounds of socio-instrumental pragmatism,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
beaf258777e6,What is the value of design theory?,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
c2c57ac5453e,"Theory construction in design research. Criteria, approaches, and methods.",Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
d19f5f66d2ba,A Survey of Definition and its Role in Strengthening Design Theory,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
ec380d04cf61,GENERAL DESIGN THEORY.,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
f56243f52335,"Theory construction in design research Criteria: Approaches, and methods",Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
fd05a25a5e94,Four Criteria for Design Theories,Design theory,DT-C02,1,3,spectral_knn10,frozen_prior_pilot
0ecb6c9b7eeb,Pluralism in Knowledge Management: a Review,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
1e8f1494fc78,Collaboration Engineering Methodology: Horizontal Extension to Accommodate Project and Program Concerns,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
20f56bbbd10c,2. Interstitial Design Processes: How Design Thinking and Social Design Processes Bridge Theory and Practice in TPC Pedagogy,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
288676f720a1,A design theory for digital platforms supporting online communities: a multiple case study,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
2faef10b819d,A design theory for software engineering,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
41443180c5b4,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
43fee329f83e,Process design theory for digital information services,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
5a973fb8ae6f,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
67d72b35ce6b,A nascent design theory for explainable intelligent systems,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
8107b8d7a099,Analyzing Initial Design Theory Components for Developing Information Security Laboratories,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
85c3a6761bcc,Designing Process Guidance Systems,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
9049c4d2bbec,Towards a design theory of blended learning curriculum,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
92fd41483399,Design exemplars for synchronous e-learning: A design theory approach,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
af66a447ca7c,Digital Panopticon: How Remote Work Monitoring Shapes Employee Behavior and Motivation,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
c0372ed4d123,Web-based information systems: Developing a design theory,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
c9175ef9ebfe,Management design theories,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
d2fba2826d90,Design Principles for Platform-Enabled Knowledge Commons with an Expository Instantiation,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
e47202a23273,Toward a design theory of strategic enterprise management business intelligence (SEMBI) capability maturity model,Design theory,DT-C03,2,3,spectral_knn10,frozen_prior_pilot
